Results Summary — Original Prompt — Name Only;;;;;;;;;;;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_12_02_37;Yes;4,301;289,924;968,927;1295,021;1037,958;220,431;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_12_08_48;Yes;4,301;289,924;968,927;1295,021;1037,958;220,431;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_12_12_02;Yes;5,509;271,409;796,877;1294,746;1033,746;181,289;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_12_14_40;Yes;4,428;289,971;971,043;1294,992;1037,968;220,912;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_12_18_35;Yes;4,426;289,988;976,61;1294,993;1037,972;222,178;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_12_20_11;Yes;2,911;267,037;787,252;1295,337;1032,751;179,099;Yes;No;No;Outside ±6 px tolerance: r_px
;;;;;;;;;;;
featherless-ai / stepfun-ai Step-3.7-Flash;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_52_17;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_53_39;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_58_18;Yes;-;-;-;-;-;-;No;No;No;No circle detected
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_12_01_18;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_12_03_26;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_12_09_44;Yes;-;-;-;-;-;-;No;No;No;No circle detected
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_12_12_59;Yes;28,408;276,883;987,917;1289,537;1034,991;224,751;Yes;Yes;Yes;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_12_16_40;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_12_20_17;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_12_22_46;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
;;;;;;;;;;;
novita / MiniMaxAI MiniMax-M3;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_43_29;Yes;-2,457;419,393;3276,861;1296,559;1067,412;745,485;Yes;No;No;Outside ±6 px tolerance: y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_45_24;Yes;-3297,046;6802,927;2640,367;2046,076;2519,664;600,683;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_47_36;Yes;-145,876;454,808;5119,88;1329,187;1075,469;1164,771;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_50_07;Yes;-3297,046;6802,927;2639,722;2046,076;2519,664;600,536;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_51_10;Yes;-10,966;357,225;3334,341;1298,494;1053,269;758,562;Yes;No;No;Outside ±6 px tolerance: y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_54_05;Yes;-12,902;275,217;813,307;1298,935;1034,612;185,027;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_55_59;Yes;-;-;-;-;-;-;No;No;No;No circle detected
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_58_48;Yes;-3,682;254,66;790,291;1296,837;1029,935;179,791;Yes;No;No;Outside ±6 px tolerance: y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_11_01_40;Yes;27,016;315,108;523,411;1289,854;1043,687;119,076;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_11_02_47;Yes;-51,645;424,968;3219,626;1307,749;1068,68;732,464;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
novita / moonshotai Kimi-K2.5;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_39_06;Yes;-121,87;2127,182;1648,315;1323,725;1455,933;374,991;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_40_17;Yes;-138,08;507,747;4903,478;1327,413;1087,512;1115,54;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_41_44;Yes;-121,87;2127,182;1648,315;1323,725;1455,933;374,991;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_44_02;Yes;-114,342;423,071;5059,51;1322,013;1068,248;1151,037;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_46_37;Yes;-12,306;203,473;4933,369;1298,799;1018,29;1122,34;Yes;No;No;Outside ±6 px tolerance: y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_48_48;Yes;-44,672;425,871;3235,985;1306,163;1068,885;736,185;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_51_39;Yes;4,65;290,4;975,552;1294,942;1038,066;221,938;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_53_30;Yes;-151,337;485,897;4978,651;1330,429;1082,541;1132,641;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_55_08;Yes;4,305;290,347;970,346;1295,02;1038,054;220,753;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_57_02;Yes;-132,65;364,331;4983,12;1326,178;1054,885;1133,658;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
zai-org / zai-org GLM-4.5V;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_20_34;No;4,092;290,257;975,84;1295,069;1038,033;222,003;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_25_05;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_26_21;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_28_25;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_32_22;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_36_14;No;-1792,423;2834,136;72,353;1703,775;1616,765;16,46;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_39_47;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_43_26;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_48_31;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/or_prompt/name_only/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_51_31;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
;;;;;;;;;;;
;;;;;;;;;;;
Detailed Results — Original Prompt — Full Specs;;;;;;;;;;;
auto / google gemma-4-31B-it;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_11_14_47;Yes;4,495;290,182;972,417;1294,977;1038,016;221,225;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_11_33_15;Yes;85,059;-1789,189;2347,266;1276,649;564,96;534,002;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_11_41_27;Yes;4,321;289,929;991,211;1295,017;1037,959;225,5;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_11_46_12;Yes;93,728;144,844;2613,168;1274,677;1004,952;594,495;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_11_52_29;Yes;3409,435;3493,389;1401,294;520,354;1766,745;318,794;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_11_57_14;Yes;24,185;269,667;1035,734;1290,498;1033,349;235,629;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_12_03_47;Yes;5,659;285,732;1025,131;1294,712;1037,004;233,217;Yes;No;Yes;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_12_08_01;Yes;51,291;322,211;1853,79;1284,331;1045,303;421,737;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_12_20_01;Yes;5,669;285,967;991,383;1294,71;1037,057;225,539;Yes;Yes;Yes;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260625_12_21_28;Yes;4,321;289,929;991,211;1295,017;1037,959;225,5;Yes;Yes;No;
;;;;;;;;;;;
auto / Qwen Qwen3.6-35B-A3B;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_00_27;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_01_51;Yes;-121,69;2124,038;1645,879;1323,684;1455,218;374,437;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_04_36;Yes;3,115;265,201;786,227;1295,291;1032,333;178,866;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_06_50;Yes;4,428;289,972;971,05;1294,992;1037,969;220,914;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_08_55;Yes;2,911;267,037;787,252;1295,337;1032,751;179,099;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_14_23;Yes;4,301;289,924;968,927;1295,021;1037,958;220,431;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_16_37;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_21_05;Yes;4,428;289,971;971,043;1294,992;1037,968;220,912;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_22_21;Yes;4,301;289,924;968,927;1295,021;1037,958;220,431;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260618_11_24_34;Yes;4,298;289,924;968,899;1295,022;1037,958;220,424;Yes;Yes;No;
;;;;;;;;;;;
deepinfra / meta-llama Llama-4-Scout-17B-16E-Instruct;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_09_04;Yes;-42,846;419,546;3236,627;1305,747;1067,447;736,332;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_09_31;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_09_57;Yes;-50,896;426,42;3219,024;1307,579;1069,011;732,327;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_10_21;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_10_56;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_11_20;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_11_56;Yes;-44,606;425,241;3231,203;1306,148;1068,742;735,098;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_12_20;Yes;-42,846;419,546;3236,627;1305,747;1067,447;736,332;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_12_44;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_deepinfra_meta-llama_Llama-4-Scout-17B-16E-Instruct_20260630_17_13_10;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
;;;;;;;;;;;
featherless-ai / stepfun-ai Step-3.7-Flash;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_31_51;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_32_42;Yes;4,301;289,924;968,927;1295,021;1037,958;220,431;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_34_02;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_36_17;Yes;-;-;-;-;-;-;No;No;No;No circle detected
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_39_31;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_42_18;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_44_22;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_46_18;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_48_07;Yes;-48,884;432,751;3215,464;1307,121;1070,451;731,517;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
